Port Name,State,Port Code,Border,Date,Measure,Value
Champlain-Rouses Point,New York,712,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,150162
Champlain-Rouses Point,New York,712,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,67587
Champlain-Rouses Point,New York,712,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,875
Champlain-Rouses Point,New York,712,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,4322
Champlain-Rouses Point,New York,712,US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,2498
Champlain-Rouses Point,New York,712,US-Canada Border,04/01/2019 12:00:00 AM,Trains,98
Champlain-Rouses Point,New York,712,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,2907
Champlain-Rouses Point,New York,712,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,22856
Champlain-Rouses Point,New York,712,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,24964
Point Roberts,Washington,3017,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,1140
Point Roberts,Washington,3017,US-Canada Border,04/01/2019 12:00:00 AM,Buses,44
Point Roberts,Washington,3017,US-Canada Border,04/01/2019 12:00:00 AM,Pedestrians,1861
Point Roberts,Washington,3017,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,120150
Point Roberts,Washington,3017,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,89910
Laurier,Washington,3016,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,597
Laurier,Washington,3016,US-Canada Border,04/01/2019 12:00:00 AM,Trains,7
Laurier,Washington,3016,US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,14
Laurier,Washington,3016,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,114
Hansboro,North Dakota,3415,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,395
Hansboro,North Dakota,3415,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,722
Laurier,Washington,3016,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,16
Blaine,Washington,3004,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,7170
Blaine,Washington,3004,US-Canada Border,04/01/2019 12:00:00 AM,Trains,203
Blaine,Washington,3004,US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,5599
Blaine,Washington,3004,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,8727
Blaine,Washington,3004,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,5739
Blaine,Washington,3004,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,348387
Blaine,Washington,3004,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,648450
Blaine,Washington,3004,US-Canada Border,04/01/2019 12:00:00 AM,Buses,1024
Blaine,Washington,3004,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,18880
Anacortes,Washington,3010,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,3164
Anacortes,Washington,3010,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,7159
Richford,Vermont,203,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,304
Massena,New York,704,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,3601
Massena,New York,704,US-Canada Border,04/01/2019 12:00:00 AM,Buses,284
Massena,New York,704,US-Canada Border,04/01/2019 12:00:00 AM,Pedestrians,17
Massena,New York,704,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,117795
Massena,New York,704,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,69945
Massena,New York,704,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,463
Massena,New York,704,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,1641
Massena,New York,704,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,2102
Laurier,Washington,3016,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,3335
Laurier,Washington,3016,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,5561
Laurier,Washington,3016,US-Canada Border,04/01/2019 12:00:00 AM,Buses,2
Hannah,North Dakota,3408,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,11
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,77866
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,61864
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,19294
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Trains,17
Richford,Vermont,203,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,89
Richford,Vermont,203,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,215
Richford,Vermont,203,US-Canada Border,04/01/2019 12:00:00 AM,Trains,14
Richford,Vermont,203,US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,28
Richford,Vermont,203,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,140
Richford,Vermont,203,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,16
Richford,Vermont,203,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,6224
Richford,Vermont,203,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,11126
Ogdensburg,New York,701,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,209
Ogdensburg,New York,701,US-Canada Border,04/01/2019 12:00:00 AM,Buses,8
Ogdensburg,New York,701,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,39353
Ogdensburg,New York,701,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,21722
Ogdensburg,New York,701,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,742
Ogdensburg,New York,701,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,2948
Ogdensburg,New York,701,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,3643
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Train Passengers,34
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Empty,271
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,533832
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,916866
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,292966
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Buses,722
Otay Mesa,California,2506,US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,1444
Norton,Vermont,211,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,977
Norton,Vermont,211,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,745
Norton,Vermont,211,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,238
Norton,Vermont,211,US-Canada Border,04/01/2019 12:00:00 AM,Trains,18
Norton,Vermont,211,US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,39
Norton,Vermont,211,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,748
Norton,Vermont,211,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,144
Trout River,New York,715,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,16749
Trout River,New York,715,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,9378
Trout River,New York,715,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,707
Trout River,New York,715,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,1851
Trout River,New York,715,US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,108
Trout River,New York,715,US-Canada Border,04/01/2019 12:00:00 AM,Trains,54
Trout River,New York,715,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,339
Trout River,New York,715,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,437
Trout River,New York,715,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,776
Point Roberts,Washington,3017,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,720
Hannah,North Dakota,3408,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,11
Cross Border Xpress,California,2582,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,140336
Point Roberts,Washington,3017,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,355
Point Roberts,Washington,3017,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,1075
Sault Sainte Marie,Michigan,3803,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,3325
Baudette,Minnesota,3424,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,100
Baudette,Minnesota,3424,US-Canada Border,04/01/2019 12:00:00 AM,Buses,5
Oroville,Washington,3019,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,295
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,5573
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,1807
Norton,Vermont,211,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,1634
Norton,Vermont,211,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,2261
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,8261
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,7021
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,1448
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Trains,24
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,48
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,1085
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,140
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,71334
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,3768
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Buses,310
Boquillas,Texas,2410,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,2875
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Trains,21
Highgate Springs-Alburg,Vermont,212,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,8204
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,4128
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Buses,502
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,269464
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,635117
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,307136
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Empty,7504
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Full,490
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Trains,75
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,11935
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,13869
Brownsville,Texas,2301,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,25775
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,52
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,846
Hannah,North Dakota,3408,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,74
Hannah,North Dakota,3408,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,120
Laurier,Washington,3016,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,71
Fortuna,North Dakota,3417,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,428
Fortuna,North Dakota,3417,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,379
Fortuna,North Dakota,3417,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,53
Fortuna,North Dakota,3417,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,939
Fortuna,North Dakota,3417,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,1800
Dunseith,North Dakota,3422,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,2333
Derby Line,Vermont,209,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,7544
Derby Line,Vermont,209,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,6841
Derby Line,Vermont,209,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,714
Derby Line,Vermont,209,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,31085
Derby Line,Vermont,209,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,57599
Derby Line,Vermont,209,US-Canada Border,04/01/2019 12:00:00 AM,Pedestrians,21
Derby Line,Vermont,209,US-Canada Border,04/01/2019 12:00:00 AM,Buses,165
Derby Line,Vermont,209,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,5393
Beecher Falls,Vermont,206,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,802
Beecher Falls,Vermont,206,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,429
Beecher Falls,Vermont,206,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,377
Del Rio,Texas,2302,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,22831
Del Rio,Texas,2302,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,213084
Del Rio,Texas,2302,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,112688
Del Rio,Texas,2302,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,1215
Del Rio,Texas,2302,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,5071
Del Rio,Texas,2302,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,6280
Dunseith,North Dakota,3422,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,1988
Dunseith,North Dakota,3422,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,461
Dunseith,North Dakota,3422,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,3131
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,32027
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,20874
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,11410
Beecher Falls,Vermont,206,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,3280
Beecher Falls,Vermont,206,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,5579
Tornillo-Fabens,Texas,2404,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,39871
Tornillo-Fabens,Texas,2404,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,76103
Tornillo-Fabens,Texas,2404,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,4700
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,5715
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Buses,216
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,92958
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,453938
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,214180
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Empty,14984
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Full,13986
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Trains,283
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,2509
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,12652
Eagle Pass,Texas,2303,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,15145
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Trains,19
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Train Passengers,19
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Full,46
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Empty,657
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,275878
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,495467
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,32713
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Buses,212
Calexico East,California,2507,US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,8480
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,969
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,8096
Roma,Texas,2310,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,893
Roma,Texas,2310,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,200
Roma,Texas,2310,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,693
Roma,Texas,2310,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,45096
Roma,Texas,2310,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,89736
Roma,Texas,2310,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,39852
Roma,Texas,2310,US-Mexico Border,04/01/2019 12:00:00 AM,Buses,31
Roma,Texas,2310,US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,895
Rio Grande City,Texas,2307,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,3802
Rio Grande City,Texas,2307,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,3307
Rio Grande City,Texas,2307,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,821
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,24415
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Buses,1420
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,693927
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,1250211
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,719553
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Empty,7240
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Full,3197
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Train Passengers,560
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Trains,112
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,12234
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,45331
El Paso,Texas,2402,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,57442
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,13998
Alcan,Alaska,3104,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,10
Alcan,Alaska,3104,US-Canada Border,04/01/2019 12:00:00 AM,Buses,1
Alcan,Alaska,3104,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,5885
Alcan,Alaska,3104,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,3054
Calexico,California,2503,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,396841
Calexico,California,2503,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,723489
Calexico,California,2503,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,322339
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Pedestrians,9
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Buses,6
Jackman,Maine,104,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,233
Alcan,Alaska,3104,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,462
Rio Grande City,Texas,2307,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,36133
Rio Grande City,Texas,2307,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,67834
Rio Grande City,Texas,2307,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,2530
Progreso,Texas,2309,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,4025
Progreso,Texas,2309,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,2938
Progreso,Texas,2309,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,1720
Progreso,Texas,2309,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,88185
Progreso,Texas,2309,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,187558
Progreso,Texas,2309,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,88010
Presidio,Texas,2403,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,829
Presidio,Texas,2403,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,688
Presidio,Texas,2403,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,142
Hidalgo,Texas,2305,US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,21745
Hidalgo,Texas,2305,US-Mexico Border,04/01/2019 12:00:00 AM,Buses,1856
Hidalgo,Texas,2305,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,191910
Hidalgo,Texas,2305,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,638877
Hidalgo,Texas,2305,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,314881
Hidalgo,Texas,2305,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,11391
Hidalgo,Texas,2305,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,38466
Hidalgo,Texas,2305,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,49755
Alcan,Alaska,3104,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,139
Alcan,Alaska,3104,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,599
Andrade,California,2502,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,50479
Andrade,California,2502,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,97548
Andrade,California,2502,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,75023
Oroville,Washington,3019,US-Canada Border,04/01/2019 12:00:00 AM,Buses,7
Vanceboro,Maine,105,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,14
Vanceboro,Maine,105,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,4
Presidio,Texas,2403,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,55708
Presidio,Texas,2403,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,116790
Presidio,Texas,2403,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,35977
Presidio,Texas,2403,US-Mexico Border,04/01/2019 12:00:00 AM,Buses,123
Presidio,Texas,2403,US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,208
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,189707
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,140442
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,49506
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,100859
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Buses,3626
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,337797
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,836055
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,411424
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Empty,16482
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Full,21296
Laredo,Texas,2304,US-Mexico Border,04/01/2019 12:00:00 AM,Trains,367
Dunseith,North Dakota,3422,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,6076
Dunseith,North Dakota,3422,US-Canada Border,04/01/2019 12:00:00 AM,Buses,4
Dunseith,North Dakota,3422,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,171
Sasabe,Arizona,2606,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,2386
Sasabe,Arizona,2606,US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,4890
Sasabe,Arizona,2606,US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,48
Vanceboro,Maine,105,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,10
Vanceboro,Maine,105,US-Canada Border,04/01/2019 12:00:00 AM,Trains,26
Vanceboro,Maine,105,US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,54
Vanceboro,Maine,105,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,1114
Vanceboro,Maine,105,US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,1009
Vanceboro,Maine,105,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,1804
Vanceboro,Maine,105,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,2513
Sault Sainte Marie,Michigan,3803,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,504
Frontier,Washington,3020,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,1936
Frontier,Washington,3020,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,696
Metaline Falls,Washington,3025,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,56
Lynden,Washington,3023,US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,2821
Grand Portage,Minnesota,3613,US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,735
Grand Portage,Minnesota,3613,US-Canada Border,04/01/2019 12:00:00 AM,Buses,56
Grand Portage,Minnesota,3613,US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,27104
Houlton,Maine,106,US-Canada Border,04/01/2019 12:00:00 AM,Trucks,7451
San Luis,Arizona,2608,US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,3063
San Luis,Arizona,2608,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,2382
San Luis,Arizona,2608,US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,714
